"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
1623,0.718762568371,0.96876496814,-0.03619072660342948+0.19608936523397968*I,0.7017883501981917-1.1084085113818074*I,-4.161979866614981+3.5440693321138146*I,16.37449284549983-8.661818324162581*I,-46.66213262969186+20.625809011821854*I,92.2622856656134-37.71099325489053*I,-147.58149408420263+33.349844726014695*I,210.76052425965932+22.655758839427513*I
1632,0.69200323197,0.964464672877,0.004999116227007647+0.1793314017889584*I,0.34927839991399634-1.0764110353336793*I,-2.4719496974622586+3.825384769171821*I,10.194957972953278-10.821533714423781*I,-28.543950708834874+27.098937287777723*I,56.48967126488729-51.28394698151337*I,-96.70759461636808+65.80998645997622*I,156.4285329298996-50.982318447307954*I
1636,0.698858081899,0.968657629899,-0.004374916639908244+0.1841902937101172*I,0.4305749661079551-1.0928200129476027*I,-2.8679890540298407+3.8100939192720786*I,11.656970006608015-10.535236813186728*I,-32.760261739294755+26.25804702168801*I,64.83546621349242-49.449114233441925*I,-109.15707753787467+60.38178045068693*I,171.42217394752822-36.77826570815388*I
1641,0.680041169581,0.963322591783,0.019582053818767292+0.17025496723734262*I,0.2216522649385657-1.0381534376712973*I,-1.8444032359704798+3.783033348000996*I,7.871917357147304-10.997059704150722*I,-21.93576481921122+27.610723514363357*I,43.38556108638311-52.54693366279213*I,-76.5077804823654+71.64412764291627*I,130.22731023398808-69.36329593300452*I
1642,0.665886695754,0.966318755822,0.034165569064921186+0.1588973401542323*I,0.09263720143640736-0.9814152020124827*I,-1.2042876614075753+3.647354591320327*I,5.503424392824684-10.80363600691183*I,-15.318552267916257+27.066668243515718*I,30.240339963649948-51.69025816841427*I,-55.4718182408223+73.90054713109076*I,100.75281438765556-82.37406528816992*I
1657,0.737670124035,0.961444301902,-0.07328131673852205+0.20265472937637702*I,1.0073565592628224-1.0599431373430792*I,-5.5512795402984345+2.8705566960525504*I,21.224277971337045-4.906899989503499*I,-61.43575259923283+8.916805453804947*I,121.27807361223734-13.922139931295334*I,-183.03856533627282-12.755083617234703*I,231.88134179354034+107.90478265835806*I
1665,0.720066567131,0.958364651267,-0.03852719871242459+0.19671816396206643*I,0.7213962924999353-1.1073524910715289*I,-4.253595728205535+3.512608523987045*I,16.703064051027887-8.473046304582313*I,-47.64740128389697+20.049095563379947*I,94.20092828935192-36.52727799654117*I,-150.13534772607116+30.88211449098288*I,212.9015394109412+27.58990214145947*I
1675,0.674504579778,0.959857035428,0.025614635145759276+0.16587017084498187*I,0.1684531720276532-1.0171755782233478*I,-1.581056670702547+3.7392952853817105*I,6.896778054638764-10.965148611688576*I,-19.196121996892796+27.5211570074861*I,37.94584129589911-52.4648246873298*I,-67.89511168548904+73.04276540643811*I,118.4214889538022-75.45795535749953*I
1676,0.730047718803,0.963385192363,-0.05748978803546417+0.20072320900078522*I,0.8788013159589132-1.0886593510494638*I,-4.977472150312096+3.2017101919614253*I,19.260747557552584-6.6994917610974225*I,-55.39423433404492+14.56493423448518*I,109.42414560942743-25.345277452867784*I,-169.33592461030491+8.634502631403706*I,226.31981284544688+69.96978131261096*I
1677,0.678965379534,0.962747091427,0.02078833057875909+0.169410340682106*I,0.21103200663551713-1.0342181113442488*I,-1.791907484048696+3.7755943345754353*I,7.67749017439502-10.995841070799175*I,-21.387816443294028+27.60743048730636*I,42.29817550284904-52.55963167817588*I,-74.79660774624135+71.97238029485861*I,127.91718607887597-70.6537743554527*I
1683,0.68784123993,0.963415044696,0.0103219294037286+0.1762476871080664*I,0.3028553794215355-1.0643487334416233*I,-2.244441517337135+3.8197133028804364*I,9.35327949885094-10.925127092814984*I,-26.136616372106822+27.40109077685316*I,51.71931651914835-51.97563009035694*I,-89.44408383320098+68.32224197554777*I,147.2615968188588-58.247410763000396*I
1686,0.676167446112,0.96171023436,0.023848474491855495+0.1671964603378213*I,0.18405328772349266-1.023659262515324*I,-1.6583746011319063+3.7538215889348274*I,7.1830219174701995-10.981242956588588*I,-19.998127556371568+27.566471678552336*I,39.53861868268013-52.5270466235199*I,-70.43058128425032+72.69890945484427*I,121.92953379671341-73.7763813404618*I
1691,0.719615446956,0.958238623606,-0.03771525553629067+0.19650311026202094*I,0.7145879496047834-1.107749859884573*I,-4.2218162426057235+3.5237131866428717*I,16.589198152046166-8.539402770315654*I,-47.305656435760916+20.252008699271318*I,93.52826752300552-36.943494039279784*I,-149.25131296786284+31.746337372314308*I,212.1636281096943+25.858551154519205*I
1693,0.661433930675,0.960572931137,0.03820476656874538+0.1552484334485626*I,0.05665189649494945-0.9617516774888766*I,-1.024939715694567+3.5903958877760824*I,4.84145757365936-10.67577788733091*I,-13.492289152621218+26.70903918596092*I,26.6097797515374-51.036065266152484*I,-49.52540405074629+73.80758886108964*I,92.04011907470904-84.85643044079697*I
1696,0.654835473428,0.96212487926,0.04374357333436974+0.14981141744596457*I,0.0071164793501997115-0.9314732913188868*I,-0.7776026926377004+3.4964128495021614*I,3.9305468744062217-10.441175100744578*I,-10.996941132304713+26.056721228344117*I,21.648028167142026-49.813281037346286*I,-41.30230438286205+73.11110490489597*I,79.72625793522973-87.35317988533002*I
1699,0.706577283935,0.967911712658,-0.015876915248289422+0.18925491473367761*I,0.5294938360553931-1.105212470317496*I,-3.345231400209429+3.750331065635773*I,13.410200064308388-10.012887757810628*I,-37.87387961210303+24.707163757334005*I,74.9397046007138-46.16567561142557*I,-123.77678141588768+52.0788341548686*I,187.76472491480365-17.126936030661277*I
1721,0.683821293611,0.961649728277,0.015208299449270962+0.1731902084524931*I,0.26007475269076286-1.0513859981132736*I,-2.0339988286834503+3.804760910704502*I,8.574108140590837-10.980725086667812*I,-23.921191865639706+27.562725738758576*I,47.32582440292295-52.37913580262877*I,-82.66320512205647+70.24495564497464*I,138.4375139333848-64.36317732229999*I
1723,0.699893637035,0.96735261049,-0.005858730506123205+0.18489696410000478*I,0.44338899182529573-1.0948821184563093*I,-2.93010906560316+3.804853787112721*I,11.885808029769462-10.478233835485547*I,-33.424136529783624+26.089735207337476*I,66.1481037090179-49.088689329038715*I,-111.08482604802094+59.409968996478256*I,173.66780233251498-34.37100491276742*I
1724,0.737955670839,0.958162930287,-0.07389519275413516+0.2027052857208032*I,1.0123049561392252-1.0585924544761949*I,-5.573015058493833+2.856405673834998*I,21.297211492174974-4.831622685096988*I,-61.6617892364528+8.677458991575763*I,121.72124226137919-13.43962795997875*I,-183.52640051282583-13.636231835133657*I,231.98581771982268+109.42069437458319*I
1727,0.676552943845,0.961080912233,0.023433436766946883+0.1675028916635472*I,0.1877149770137625-1.025142235729851*I,-1.6765159553636297+3.7570149875942898*I,7.250190767642776-10.984198197415498*I,-20.186588016369942+27.574842756254554*I,39.91313512442372-52.537274645416105*I,-71.02643331687968+72.60946337572143*I,122.75700453684814-73.36283694776341*I
1732,0.700131116942,0.96430155232,-0.0062015821610136995+0.18505784267521388*I,0.44634743266708266-1.0953380901392666*I,-2.9444398247220414+3.8035357887477512*I,11.938561009412181-10.464600349958465*I,-33.57740037280981+26.04948225028497*I,66.45136944520142-49.00265837170841*I,-111.52908137854767+59.18070936019117*I,174.18054538976654-33.804956444798194*I
1750,0.748951657934,0.955808443119,-0.09876582138558852+0.20326732904854*I,1.209364085529423-0.9896856282486902*I,-6.413877052521979+2.2050944246472306*I,24.014413357200972-1.4431010828175896*I,-70.1612101672641-2.2545116168825317*I,138.39796227254575+8.511505290716656*I,-200.1673805080335-52.288926540616735*I,229.45717263779397+172.65052379611268*I
1751,0.694295437162,0.969099911673,0.0019499974900543116+0.18098898677591171*I,0.37578726889086683-1.0824066430191035*I,-2.601438542389708+3.823869704465501*I,10.673480062548878-10.742652617670636*I,-29.91918116502882+26.868090188459956*I,59.213357756306216-50.77229230040275*I,-100.806272243742+64.18177285488107*I,161.46556315924343-46.54670633884488*I
1761,0.69692707622,0.961249598111,-0.0016561304095326218+0.18285232142605262*I,0.40705761878870705-1.0886700472503144*I,-2.753754227590963+3.8177389883959245*I,11.235768484724588-10.631535079603067*I,-31.541133143123083+26.541762685781276*I,62.423560262890575-50.060900612745336*I,-105.59232160439467+62.085291605397614*I,167.22236427532653-41.076880161220025*I
1777,0.728493114469,0.95867343742,-0.054409454286565045+0.20020131690559267*I,0.8534488250013972-1.0928929858117167*I,-4.86236050865752+3.258783598378624*I,18.859272142012074-7.016278434732749*I,-54.16894733939514+15.552592001528875*I,107.01859958832281-27.35114900656253*I,-166.41150102714278+12.51037821694537*I,224.63446664620645+62.83401727833368*I
1787,0.672869602913,0.967553140283,0.027313775854922603+0.16455914023968107*I,0.15342598162630172-1.0106579937535893*I,-1.506508199853897+3.7239293570730956*I,6.6208747037417-10.944273994068142*I,-18.424814770921873+27.46219487922458*I,36.41343399936293-52.37375407771662*I,-65.4463738912074+73.32109286684319*I,114.98470501828075-77.00633017005319*I
1796,0.673429046023,0.967879856887,0.026736537073210206+0.16500841294491825*I,0.15853270940966507-1.012904760275074*I,-1.531853064468374+3.7293094469336863*I,6.714666450837344-10.951964438831045*I,-18.686801180791946+27.483895549582467*I,36.93388766077453-52.40825869460398*I,-66.27897278369352+73.23245535935672*I,116.16561905116076-76.4910978352733*I
1805,0.717788950998,0.964762354408,-0.034467043024698885+0.19560568245086202*I,0.6872953271362743-1.1090033998711637*I,-4.094076686565221+3.5662894874756383*I,16.130332468928103-8.796755760351505*I,-45.93146499471339+21.0372609114683*I,90.8237999515168-38.556705350545144*I,-145.6695891470285+35.12930664071026*I,209.0974646442727+19.044528300660886*I
1808,0.687880085359,0.960299278047,0.010273569011559791+0.17627695024583087*I,0.30327813249955266-1.064467639026578*I,-2.2465187161311406+3.819814703611694*I,9.36097891273674-10.9243720539983*I,-26.158601281471547+27.39886947249191*I,51.76287371974257-51.97039473612998*I,-89.50985373297634+68.30138950375277*I,147.34656186896046-58.17996010922346*I
1809,0.673240339049,0.960771403978,0.026931738936529823+0.16485694225030584*I,0.15680698900079837-1.0121469257816516*I,-1.5232844993454333+3.7275061155779294*I,6.682959304256366-10.949439974363885*I,-18.598181936035825+27.47674940576335*I,36.75784888645956-52.396966086288266*I,-65.99780812942987+73.2622171959313*I,115.76187882410044-76.66007299874128*I
1817,0.692837440181,0.959756108475,0.003899263974557629+0.17993818759250516*I,0.3588477943381472-1.078648042647279*I,-2.51873244665614+3.825234765666785*I,10.3678816662855-10.794693039287566*I,-29.040400387125764+27.020431171252802*I,57.47304979768574-51.108790285104014*I,-98.1903219312172+65.23786765915227*I,158.27123591516562-49.40745388774714*I
1820,0.685666658255,0.962736991188,0.012995837166553864+0.17460262595103063*I,0.2794641235960773-1.0574885484036478*I,-2.129471763772299+3.8127233271456245*I,8.927639824189313-10.960326640560957*I,-24.92483615315211+27.50347166323021*I,49.31667300723908-52.22416311903575*I,-85.74702345730452+69.42067032811926*I,142.4825113153267-61.67056918065222*I
1821,0.652885443047,0.963885607547,0.045282375919969836+0.1482016590006106*I,-0.006687843447142738-0.9223125832958803*I,-0.7085961816738542+3.466754514318912*I,3.6769000030796986-10.36292754472734*I,-10.305899189153948+25.840110142807212*I,20.27399465610368-49.40251067359005*I,-39.005050037224365+72.79099440072902*I,76.2192648227975-87.85492991464636*I
1822,0.708645261178,0.956927001788,-0.019134705804168484+0.19052448220441887*I,0.5573365002577197-1.1072783376073674*I,-3.478548309560173+3.72565488063181*I,13.897649773367-9.832184634930627*I,-39.30669039102873+24.166591725879623*I,77.76792277888958-45.03485148565882*I,-127.77510019462153+49.41490203154509*I,191.95594904480598-11.161811302059974*I
1830,0.723219178644,0.959485046147,-0.04430940921806982+0.19814340555014903*I,0.769724989494777-1.1035414478779764*I,-4.478098040547414+3.428170761285631*I,17.504090363163268-7.977423424329198*I,-50.05880890065859+18.528037011513295*I,98.94310958436405-33.413611829388984*I,-156.286492627475+24.51311295387619*I,217.7495115840813+40.09046988173819*I
1832,0.718443844957,0.965504367829,-0.035624489629456746+0.19593237774981107*I,0.6970299034389507-1.1086212731950704*I,-4.139703364085621+3.5514618844540102*I,16.294438548808564-8.706541381198338*I,-46.42248119970866+20.762327980931023*I,91.79029744314653-37.99163695510053*I,-146.9547701767362+33.937214904862934*I,210.22145905130688+21.466560592293327*I
1834,0.745197377372,0.964312063053,-0.09000539150859053+0.20339603015373703*I,1.140733539841322-1.0171027945439115*I,-6.126809250212187+2.4516751745695613*I,23.112689595572967-2.7110020463482503*I,-67.32396711880529+1.8716658209681007*I,132.82742305960667+0.24451155276108238*I,-195.0222071740589-38.03183420581692*I,231.9251834773552+150.01869262693512*I
1838,0.73262368602,0.963742091365,-0.06269819894210657+0.2014963842363315*I,0.9214687976644718-1.0804729265355948*I,-5.169801605614815+3.099560783684931*I,19.926302187375647-6.139173970436292*I,-57.43277662437976+12.81013017000213*I,113.42549912314797-21.788458357084565*I,-174.09770528742385+1.8567211183500518*I,228.72960908824956+82.25076775731458*I
1839,0.745575069166,0.966207840366,-0.09087414563361514+0.20339897053196349*I,1.147578202996792-1.014535946205357*I,-6.155733116190143+2.42804615718591*I,23.204921514827163-2.588833857558429*I,-67.61348751578853+1.475909442460157*I,133.39543296353935+1.0382252707994652*I,-195.5688420715297-39.414978768582756*I,231.75328477408019+152.24271123077747*I
1847,0.747459208588,0.959451043796,-0.09525001288380637+0.2033611060617457*I,1.1819278943164406-1.0010951914706938*I,-6.299912213513732+2.3062656364321126*I,23.66015511102724-1.9614742258174154*I,-69.04474774883141-0.5625715673495115*I,136.20528663652033+5.124085382707868*I,-198.1998124246634-46.486023651661704*I,230.65596642404148+163.52445070124506*I
1859,0.674768460019,0.963334620563,0.025336839560046315+0.16608111101662723*I,0.17090632457996124-1.018216264438132*I,-1.5932252431838891+3.7416752262966666*I,6.941831872183888-10.968070889948287*I,-19.322217886068856+27.52929462031648*I,38.19628369970977-52.47668775278421*I,-68.29636673721102+72.99402176461807*I,118.97421907484349-75.20160762521549*I
1868,0.716193689085,0.954868451786,-0.031681230905777236+0.19478759682782829*I,0.6638182847844298-1.1096394549640323*I,-3.983756761185931+3.600397569019489*I,15.73266235634311-9.007058423919847*I,-44.744051685212376+21.676914873665666*I,88.48586461779895-39.87367851506313*I,-142.53797070262226+37.93355417616594*I,206.313718302803+13.321181613918291*I
1873,0.679459388582,0.961382633764,0.020236514044548695+0.16979866635699042*I,0.21589140018290948-1.03603477439839*I,-1.8159354349959045+3.7790774964907854*I,7.766481770361542-10.996724323517057*I,-21.638495559944552+27.60984176103979*I,42.79582175511049-52.5556442094628*I,-75.58050080724028+71.82598255573471*I,128.9758021220888-70.07458368975237*I
1875,0.660944656641,0.960905626987,0.038633609766155944+0.15484618116714283*I,0.05282516564709977-0.9595512969340654*I,-1.0058521572713284+3.5837986461420166*I,4.771074691092917-10.660145008720157*I,-13.298728932238491+26.66540825692839*I,26.224721919732765-50.95550686719457*I,-48.8914153639864+73.77604035175595*I,91.09989804084331-85.08994764298025*I
1886,0.732463965474,0.957009959112,-0.06237148341398083+0.20145193204464965*I,0.9187992361377799-1.0810260025612286*I,-5.157823962237038+3.106174913870305*I,19.885063507621602-6.175231757735782*I,-57.30613223777821+12.923320586444227*I,113.17665747777369-22.01718243086033*I,-173.80619409783628+2.2903062338205586*I,228.60338231470826+81.48547524911959*I
1890,0.674788962102,0.97152776622,0.02531525025677956+0.1660974817246652*I,0.17109810013057952-1.018296043921632*I,-1.5941728179896595+3.7418599674859774*I,6.9453325677228674-10.968286292687178*I,-19.332022082176366+27.52993125341421*I,38.21580396965928-52.47763212267534*I,-68.32699178220682+72.9894236614969*I,119.01852873225624-75.17748667750419*I
