"Name","Spin","Remnant Mass","Nu0","Nu1","Nu2","Nu3","Nu4","Nu5","Nu6","Nu7"
1751,0.694295437162,0.969099911673,-2.7227398072082964-0.4330092350657183*I,-2.5793225828724498-0.47704364460331367*I,-2.9519896480253043-0.7322158253836373*I,-3.3045638955942502-0.8303930924828329*I,-3.644082932487422-0.8699656399221194*I,-3.9666215676977226-0.9053184803554365*I,-4.311862412540106-0.9601017948100036*I,-4.68883200868408-1.007893036112778*I
1761,0.69692707622,0.961249598111,-2.7243633744229907-0.43851433584945365*I,-2.571622453743926-0.4788940916369815*I,-2.9485255773966736-0.7347661391162138*I,-3.3015762892954186-0.8332263256815502*I,-3.6408846510625232-0.8728131566311961*I,-3.9625355669234823-0.9083025631626231*I,-4.307015555847323-0.9635897222739775*I,-4.683395582439075-1.0116826463462427*I
1777,0.728493114469,0.95867343742,-2.7391559651452826-0.5103729151874795*I,-2.4741149296224956-0.52220140306293*I,-2.903878542053185-0.7682557341805829*I,-3.2632520671900935-0.869201690232532*I,-3.600447803162126-0.9082885153543381*I,-3.9104177305359507-0.9445223401081805*I,-4.244764432734295-1.0062869024224015*I,-4.613506623228262-1.0582511881581218*I
1787,0.672869602913,0.967553140283,-2.7075689659414865-0.391669233623686*I,-2.6359419618344906-0.46912530778252615*I,-2.978840392310358-0.7126238166542223*I,-3.3278539679331853-0.8081450953926601*I,-3.669215022682499-0.8473123616287553*I,-3.998557285010122-0.8812529836048633*I,-4.349599758024607-0.9320914405386002*I,-4.731121116348093-0.9775196127186366*I
1796,0.673429046023,0.967879856887,-2.708003724619126-0.39266327664279316*I,-2.6346132457041893-0.4692085185963822*I,-2.9781687660415495-0.713110643086092*I,-3.3272680103427943-0.8087085358418195*I,-3.6685786150053095-0.8478925911925114*I,-3.99775222678238-0.8818760015486203*I,-4.348651453853086-0.9328142779928655*I,-4.730059389904817-0.9783022625206149*I
1805,0.717788950998,0.964762354408,-2.735120502144795-0.4849182437908194*I,-2.5073250607109605-0.5029622894802033*I,-2.9196826374274663-0.7562569331178376*I,-3.2767949588373546-0.8565632128261942*I,-3.614605437352663-0.8959632042529465*I,-3.9287635970836567-0.9321588047314787*I,-4.266774370269147-0.9916260892040127*I,-4.638227910087464-1.042219447393231*I
1808,0.687880085359,0.960299278047,-2.718546904819441-0.41995934063431706*I,-2.597468065981071-0.47346032878457917*I,-2.960278264467635-0.7261365690759041*I,-3.311726454858792-0.8235821033070267*I,-3.651775107049737-0.8630862280337136*I,-3.9764281094600924-0.898069295584608*I,-4.3234772807416-0.951643325968367*I,-4.70185552384337-0.9987103464373782*I
1809,0.673240339049,0.960771403978,-2.7078572698774197-0.3923274299707774*I,-2.6350623506688904-0.46917990567350487*I,-2.9783954842015556-0.7129462915329217*I,-3.327465787493479-0.8085183812651701*I,-3.66879339794782-0.8476968088107265*I,-3.9980239484491613-0.8816658173650069*I,-4.348971540270041-0.932570406251047*I,-4.73041776653429-0.9780382051180945*I
1817,0.692837440181,0.959756108475,-2.7218157695408105-0.42999655758548194*I,-2.5835273311471876-0.47611777881274303*I,-2.9538926770138816-0.7308172553591104*I,-3.306206573243134-0.8288333772001822*I,-3.645844042770362-0.8683945238213274*I,-3.9688693228844185-0.9036678026337909*I,-4.314526846042882-0.9581739701671093*I,-4.691820119589382-1.005799249759769*I
1820,0.685666658255,0.962736991188,-2.7170261214855467-0.4155841711618696*I,-2.6035038784799958-0.47249923155283835*I,-2.9630875945425816-0.7240829617126955*I,-3.3141590700389005-0.8212627883142248*I,-3.6543952658551246-0.8607325071770187*I,-3.9797619130603397-0.8955766672219734*I,-4.3274202778896385-0.9487393854885655*I,-4.706275283277997-0.9955600383515308*I
1821,0.652885443047,0.963885607547,-2.691165725242663-0.359482754948772*I,-2.6782825525643457-0.4684708541315283*I,-3.001865427243654-0.6960025333530357*I,-3.348074801317271-0.7885728959639455*I,-3.6912949121832472-0.8269431313821979*I,-4.026379223379775-0.8591912784844088*I,-4.382283670856019-0.9065561207122051*I,-4.767677161588913-0.9499021405078091*I
1822,0.708645261178,0.956927001788,-2.7308756815989508-0.46401236569539983*I,-2.5359630895087317-0.49024226356297707*I,-2.9326334048595943-0.7465471572359336*I,-3.287905350171191-0.8461354955651282*I,-3.6263304499853506-0.8856845629238138*I,-3.9438761176621333-0.9216605779631818*I,-4.284823199422238-0.9792521246434922*I,-4.65849247853745-1.0287241494154473*I
1830,0.723219178644,0.959485046147,-2.7372923723598412-0.4977071172120724*I,-2.4903619977519194-0.5121564142945423*I,-2.9117538249094665-0.7622550769570919*I,-3.269999853354562-0.8629141877892743*I,-3.6074828349600394-0.9021742424873423*I,-3.9195474099464347-0.9384216490196935*I,-4.255731828664643-0.9990396248088713*I,-4.625826083237614-1.0503200686273808*I
1832,0.718443844957,0.965504367829,-2.735396169179633-0.48644646221323595*I,-2.5052719187287336-0.5040071877367392*I,-2.9187359415154805-0.75697089713352*I,-3.275983445759148-0.8573227268612947*I,-3.61375283892636-0.8967078941071324*I,-3.92766182315199-0.9329130502885582*I,-4.265455728162599-0.9925175850365152*I,-4.636747076845093-1.0431929330009402*I
1834,0.745197377372,0.964312063053,-2.7435188463855957-0.5519303110027369*I,-2.425430984845309-0.5602301422048004*I,-2.8777518059769482-0.7884953188717827*I,-3.2408364527631783-0.8899565218545916*I,-3.5773655384105703-0.928251157521235*I,-3.8802766023114357-0.9639391278123852*I,-4.20833192077602-1.0295540766783968*I,-4.572575699273017-1.08380680658996*I
1838,0.73262368602,0.963742091365,-2.7404493224903153-0.5204518974436337*I,-2.461632456748404-0.5307841411996729*I,-2.8975877033029627-0.7730812938767992*I,-3.25786081708524-0.8742117529091451*I,-3.5948551094590058-0.9131370551134164*I,-3.903140799636988-0.949311652891535*I,-4.236001272728925-1.0119958087459902*I,-4.60366208086694-1.0645078727433956*I
1839,0.745575069166,0.966207840366,-2.743591493087493-0.5528935066744293*I,-2.4243910672470474-0.5611811762930118*I,-2.8771395868748986-0.7889760442196107*I,-3.240310048464389-0.8904415594586603*I,-3.576829017203309-0.9287140677890342*I,-3.879572676939121-0.9643793838818353*I,-4.207476552262534-1.0300857306132019*I,-4.571614701894707-1.0843925967204286*I
1847,0.747459208588,0.959451043796,-2.743937385247204-0.5577132567465957*I,-2.4192471804347355-0.5659752563393581*I,-2.874070912050559-0.7913902580114314*I,-3.2376703600422085-0.8928722049553711*I,-3.574142552864305-0.9310316277999048*I,-3.876045786010252-0.9665761655837882*I,-4.203187514498751-1.0327416343235638*I,-4.566796072908892-1.087320292555179*I
1859,0.674768460019,0.963334620563,-2.709037431764747-0.3950629015517496*I,-2.631398811846094-0.4694280244487212*I,-2.9765545518791536-0.7142812776813967*I,-3.3258605003426256-0.8100611420669974*I,-3.667050746772752-0.8492841031840845*I,-3.995818720796281-0.883368811394218*I,-4.346373304417339-0.9345467057482391*I,-4.727508537670613-0.9801782667903295*I
1868,0.716193689085,0.954868451786,-2.7344331682460568-0.4812123597050127*I,-2.5123302655866313-0.5004915165939469*I,-2.921977877974427-0.7545283754186606*I,-3.278762736756904-0.8547203342301984*I,-3.6166750285329257-0.8941540958134361*I,-3.9314364197421816-0.930322795926889*I,-4.26997168129645-0.9894574391698464*I,-4.641818326834099-1.0398520485384888*I
1873,0.679459388582,0.961382633764,-2.7125725997003243-0.4036821769511217*I,-2.619770407354862-0.47044589407020987*I,-2.970831347875662-0.718438715352723*I,-3.3208789841740973-0.8148392204183766*I,-3.6616527715458016-0.8541838519822638*I,-3.988979089402792-0.8886100901279887*I,-4.338307522141768-0.940634418664756*I,-4.71847479322256-0.9867731139889375*I
1875,0.660944656641,0.960905626987,-2.697944459191719-0.3716693185785532*I,-2.662364676059959-0.46830706780226977*I,-2.9928013460863623-0.7025321532724474*I,-3.34008200817737-0.7963399593211016*I,-3.682540614403906-0.8350763491547043*I,-4.01537315595963-0.8680428231825698*I,-4.369374389217734-0.9167881849726851*I,-4.753247578146179-0.9609619224222423*I
1886,0.732463965474,0.957009959112,-2.740401989189554-0.5200596548948333*I,-2.462110429888901-0.5304412266841751*I,-2.897832990598768-0.7728925901550788*I,-3.258071068088758-0.8740165880776427*I,-3.5950727406638716-0.9129485584833241*I,-3.9034242852571315-0.9491262909613679*I,-4.236343026002127-1.0117745180680167*I,-4.604046020263135-1.064265192831745*I
1890,0.674788962102,0.97152776622,-2.709053174139644-0.39509984687409916*I,-2.631349244406254-0.46943161330459*I,-2.9765297751768225-0.7142992522944788*I,-3.325838905119037-0.810081885972396*I,-3.667027314039082-0.849305428396144*I,-3.9957890586107405-0.883391674449961*I,-4.346338348275204-0.9345732435544682*I,-4.727469394711414-0.9802070064287582*I
1902,0.734387528591,0.965696057083,-2.7409578466623303-0.5247967009865384*I,-2.4563813472909275-0.5346276938059666*I,-2.8948679468680387-0.7751766833531012*I,-3.2555292509412705-0.8763748330073093*I,-3.592444319991729-0.9152242386932875*I,-3.8999988125633007-0.9513595146905099*I,-4.2322114309908265-1.0144424854365188*I,-4.599404361399492-1.0671919002037622*I
1903,0.728442855991,0.961361672637,-2.7391393356043747-0.5102511233196498*I,-2.4742682660245-0.5221007275017403*I,-2.9039544156399377-0.768197710306225*I,-3.263317081079538-0.869141200919451*I,-3.6005153999860267-0.9082298513914684*I,-3.9105055810069604-0.9444641245996541*I,-4.244870107106607-1.00621761779039*I,-4.613625332945411-1.0581753060201111*I
1937,0.679162931958,0.971169656424,-2.7123533019015342-0.4031277029478008*I,-2.620522365074956-0.47036912164439*I,-2.971196290590384-0.7181732752137165*I,-3.321196236028723-0.8145353432307852*I,-3.6619960975110257-0.8538729665461064*I,-3.9894145084737835-0.8882782508936413*I,-4.338821328352983-0.9402487441069605*I,-4.719050371562782-0.9863551862964356*I
1938,0.692699960491,0.969340024727,-2.7217277475910797-0.4297138770472942*I,-2.583921455208832-0.47603400618049546*I,-2.954071530029581-0.7306859012522694*I,-3.3063610107544306-0.8286866688392248*I,-3.646009708625725-0.8682466132443247*I,-3.9690806880423177-0.9035122501021567*I,-4.314777325252388-0.9579923564122916*I,-4.692101011309401-1.0056020294029218*I
1939,0.679090496717,0.971129023176,-2.7122996320162485-0.4029924221163033*I,-2.6207057467490777-0.47035063401453653*I,-2.9712853923881255-0.7181084745135048*I,-3.3212737019611183-0.8144611345332786*I,-3.662079939527412-0.8537970313630349*I,-3.9895208317984387-0.8881971826741235*I,-4.338946785888736-0.9401545291162484*I,-4.719190909940389-0.9862530949218432*I
1940,0.679604586782,0.971261643055,-2.7126797966279184-0.40395421993557806*I,-2.619401276685721-0.4704841497179168*I,-2.9706524454362-0.718568857112976*I,-3.320723479937948-0.8149881483565868*I,-3.661484509346768-0.8543361785015963*I,-3.988765672897787-0.8887726474851354*I,-4.338055668426116-0.9408233606584218*I,-4.718192655118251-0.9869778631360413*I
1941,0.679226486585,0.971081561527,-2.712400363606026-0.40324646218589827*I,-2.620361353151065-0.47038542995850435*I,-2.9711180910404686-0.7182301494247937*I,-3.3211282512007654-0.8146004667075822*I,-3.661922519997046-0.8539396002777293*I,-3.989321199278184-0.8883493840674379*I,-4.3387112247865245-0.940331414564165*I,-4.7189270320836965-0.9864447688526735*I
1942,0.664783574664,0.97280837717,-2.701108613713815-0.37785566335325843*I,-2.6542469008665357-0.46839942596148015*I,-2.988379981586598-0.7057228998073781*I,-3.3361991376143507-0.8000984478441336*I,-3.6783001580593786-0.838988439294804*I,-4.010030402854787-0.8722808410398312*I,-4.363098369169135-0.9216930863272667*I,-4.7462280051370325-0.9662665568660579*I
2085,0.683526559245,0.951102476671,-2.7155213083928365-0.41141855450030873*I,-2.609223607318094-0.47168982135623855*I,-2.9657796932129368-0.7221181042274905*I,-3.316492734865216-0.8190348339957726*I,-3.65691240862129-0.8584661418756511*I,-3.982961550658639-0.8931708173711712*I,-4.33120200312971-0.9459385899265335*I,-4.710513537138314-0.99252266231386*I
2087,0.684156602775,0.951176678404,-2.715967768703577-0.41263822462363003*I,-2.607551751218902-0.47191638333865904*I,-2.964989593595896-0.7226944647825705*I,-3.315807564296594-0.8196892729655718*I,-3.6561730097804306-0.8591324100073324*I,-3.982021984679158-0.8938786668663542*I,-4.3300917694070895-0.946762436275051*I,-4.70926935248499-0.9934159946731682*I
2091,0.685164922524,0.951357381707,-2.7166763182152063-0.4146018075834545*I,-2.6048551969242593-0.47229921716651724*I,-2.9637208661479053-0.7236204975222698*I,-3.31470779596951-0.820739182742363*I,-3.654986822117564-0.8602003475145096*I,-3.980514134342033-0.8950122556629057*I,-4.328309572207173-0.9480821421949537*I,-4.707271998552589-0.9948471883437973*I
2092,0.685544879445,0.951421255114,-2.7169413892854335-0.4153454150728747*I,-2.603832442448335-0.47245009452845227*I,-2.963241418944271-0.7239706120300629*I,-3.3142923451104624-0.8211356293622881*I,-3.6545389258919867-0.8606032975301866*I,-3.9799446061278063-0.8954396551643824*I,-4.327636274955221-0.9485798282117109*I,-4.706517375034712-0.9953869764442689*I
2093,0.744047684998,0.945059132262,-2.743290855345194-0.5490044882104762*I,-2.4286144123964384-0.5573564711550637*I,-2.879609419802557-0.7870385578147528*I,-3.2424332446271715-0.8884845579069405*I,-3.5789946150114504-0.9268454270392631*I,-3.8824130752688673-0.9625992339667608*I,-4.210926688484994-1.027937252586835*I,-4.575490911735942-1.0820258933059546*I
2095,0.74468028942,0.945168472608,-2.743417584085236-0.5506132406713969*I,-2.426859438432928-0.5589336740178605*I,-2.8785884023954713-0.7878389032090757*I,-3.241555665813206-0.8892936544693888*I,-3.578098996141813-0.9276182888516662*I,-3.8812386734236104-0.9633364479254887*I,-4.209500615654404-1.0288266060146043*I,-4.573888720671793-1.0830054047908129*I
2097,0.731546232306,0.947153300648,-2.740125862788229-0.5178097510204467*I,-2.4648644657362957-0.5284877378271853*I,-2.8992391939874964-0.7718116411633872*I,-3.2592763387739994-0.8728974557243286*I,-3.59632106833627-0.9118670823031622*I,-3.9050498603017476-0.9480614819974875*I,-4.238302137319408-1.0105038535699937*I,-4.606246945992373-1.0628719572535081*I
2121,0.658135628337,0.957845030812,-2.6955990783000034-0.36729775323185393*I,-2.6680813412852227-0.46831678662658427*I,-2.995993748208687-0.7002308003461662*I,-3.342891950596429-0.7936140914196594*I,-3.6856144270434696-0.832229461809838*I,-4.019241234496017-0.8649506179344046*I,-4.37391428553795-0.9132118955465348*I,-4.758323568999296-0.9570954296618518*I
2122,0.711578213823,0.95319686713,-2.7323178206874466-0.4706278654044338*I,-2.5268063084349537-0.4939419328763444*I,-2.9285330179525997-0.7496101560183814*I,-3.284385475971876-0.8494450740436092*I,-3.6226055077176658-0.8889579962217019*I,-3.939082865588394-0.9250211948696337*I,-4.279106213413321-0.983206444520128*I,-4.65207458286308-1.0330335387546405*I
2123,0.700594537921,0.956945317678,-2.726528954211558-0.4463262024341797*I,-2.5606757786118695-0.48188028474710115*I,-2.943634653745727-0.7383772476867912*I,-3.297363251602352-0.8372141592995841*I,-3.6363850757801983-0.8768071762036778*I,-3.956778382959967-0.9124710491776638*I,-4.300178705279386-0.9684683996363276*I,-4.675725502646569-1.016986481739664*I
2124,0.717724052478,0.95499148245,-2.7350929782526534-0.4847670169013537*I,-2.507528586836078-0.5028597095807078*I,-2.9197763116749935-0.7561863193662528*I,-3.276875260432882-0.8564880411615288*I,-3.6146898332179753-0.8958894711287705*I,-3.928872636857068-0.9320840770277051*I,-4.266904851656157-0.9915377824441345*I,-4.638374438463472-1.0421230283543497*I
2125,0.734319137726,0.95287948619,-2.740938612750809-0.5246277898934358*I,-2.4565839988366363-0.5344767556371085*I,-2.89497377820982-0.7750950428391484*I,-3.255619987915454-0.8762906936429843*I,-3.592538049901344-0.915143119228442*I,-3.900121029208302-0.9512800827305653*I,-4.232358918653231-1.0143475193933127*I,-4.599570059108415-1.0670876917675496*I
2126,0.690609545225,0.958666961474,-2.720370663504329-0.42544571041171164*I,-2.589862508653315-0.47483282076830896*I,-2.956778578408447-0.7286995892991694*I,-3.3086996702980276-0.8264635564529323*I,-3.6485203536104263-0.8660025407613101*I,-3.9722822480099405-0.901149076866086*I,-4.318569934615299-0.9552344160545415*I,-4.696353767030167-1.0026076739416232*I
2152,0.681799890966,0.963469199644,-2.7142833553793966-0.408104951280048*I,-2.613753370309284-0.47111682652127473*I,-2.9679345821782195-0.7205474020579102*I,-3.318362603605815-0.8172475306672068*I,-3.658931772566585-0.8566442112303695*I,-3.985526272314615-0.8912327684985584*I,-4.334231499135114-0.9436837997297136*I,-4.71390821615087-0.990078127041577*I
2153,0.661903246063,0.966646101908,-2.698739380154858-0.37319123793604647*I,-2.6603710985538047-0.46831782100089625*I,-2.9917036895201647-0.7033238999947254*I,-3.3391171007788945-0.7972748390978959*I,-3.681486076746613-0.8360508715142523*I,-4.014045210344176-0.8690997613161152*I,-4.367815059505017-0.9180110605312854*I,-4.751503767509602-0.9622842674084358*I
2154,0.670839549741,0.965717665005,-2.7059771014573473-0.3881032505050286*I,-2.6406950882975497-0.468862801837021*I,-2.981264769752911-0.710867643166433*I,-3.3299707782363708-0.8061079509982534*I,-3.6715157570136756-0.8452116526521868*I,-4.001466207122613-0.8789946928091739*I,-4.353025035698984-0.9294722142830488*I,-4.734955610653051-0.9746841044655851*I
2155,0.679580359949,0.964696218198,-2.7126619200919655-0.4039088069979915*I,-2.619462905707714-0.4704777365656131*I,-2.9706823033128673-0.7185471363327636*I,-3.320749431903406-0.814963294843492*I,-3.6615125894461302-0.8543107594745611*I,-3.9888012893974083-0.8887455228679277*I,-4.338097700361936-0.9407918328816375*I,-4.718239741469546-0.9869436974108906*I
